,Gas87,Gas91,Diesel,Year,Month,Day
725,18.96,20.48,20.59,2018,12,27
726,18.94,20.46,20.58,2018,12,28
727,18.93,20.45,20.58,2018,12,29
728,18.93,20.44,20.57,2018,12,30
729,18.92,20.44,20.57,2018,12,31
730,18.87,20.38,20.52,2019,1,1
731,18.85,20.36,20.5,2019,1,2
732,18.83,20.34,20.49,2019,1,3
733,18.82,20.32,20.49,2019,1,4
734,18.8,20.31,20.48,2019,1,5
735,18.8,20.3,20.47,2019,1,6
736,18.79,20.3,20.47,2019,1,7
737,18.79,20.27,20.47,2019,1,8
738,18.79,20.26,20.46,2019,1,9
739,18.78,20.25,20.46,2019,1,10
740,18.78,20.24,20.47,2019,1,11
741,18.78,20.22,20.48,2019,1,12
742,18.79,20.22,20.48,2019,1,13
743,18.79,20.21,20.48,2019,1,14
744,18.79,20.21,20.49,2019,1,15
745,18.79,20.2,20.5,2019,1,16
746,18.79,20.18,20.51,2019,1,17
747,18.79,20.17,20.52,2019,1,18
748,18.79,20.15,20.54,2019,1,19
749,18.79,20.14,20.55,2019,1,20
750,18.8,20.14,20.56,2019,1,21
751,18.83,20.14,20.61,2019,1,22
752,18.85,20.14,20.66,2019,1,23
753,18.86,20.14,20.69,2019,1,24
754,18.87,20.13,20.73,2019,1,25
755,18.86,20.12,20.76,2019,1,26
756,18.86,20.11,20.77,2019,1,27
757,18.86,20.1,20.79,2019,1,28
758,18.85,20.07,20.85,2019,1,29
759,18.84,20.05,20.9,2019,1,30
760,18.83,20.03,20.94,2019,1,31
761,18.82,20.02,20.95,2019,2,1
762,18.82,20.01,20.98,2019,2,2
763,18.83,20.01,20.98,2019,2,3
764,18.82,20.0,20.99,2019,2,4
765,18.84,20.0,21.03,2019,2,5
766,18.89,20.02,21.13,2019,2,6
767,18.93,20.02,21.19,2019,2,7
768,18.96,20.04,21.22,2019,2,8
769,18.99,20.06,21.24,2019,2,9
770,18.99,20.06,21.25,2019,2,10
771,19.0,20.05,21.25,2019,2,11
772,19.01,20.05,21.25,2019,2,12
773,19.02,20.06,21.26,2019,2,13
774,19.03,20.06,21.29,2019,2,14
775,19.11,20.08,21.39,2019,2,15
776,19.23,20.13,21.48,2019,2,16
777,19.25,20.15,21.5,2019,2,17
778,19.29,20.16,21.53,2019,2,18
779,19.49,20.31,21.68,2019,2,19
780,19.62,20.41,21.78,2019,2,20
781,19.64,20.41,21.81,2019,2,21
782,19.67,20.42,21.82,2019,2,22
783,19.73,20.46,21.81,2019,2,23
784,19.74,20.46,21.81,2019,2,24
785,19.75,20.47,21.81,2019,2,25
786,19.77,20.47,21.78,2019,2,26
787,19.73,20.43,21.74,2019,2,27
788,19.69,20.39,21.71,2019,2,28
789,19.75,20.43,21.74,2019,3,1
790,19.8,20.48,21.75,2019,3,2
791,19.81,20.48,21.75,2019,3,3
792,19.81,20.49,21.75,2019,3,4
793,19.82,20.49,21.73,2019,3,5
794,19.83,20.49,21.72,2019,3,6
795,19.83,20.54,21.71,2019,3,7
796,19.85,20.68,21.72,2019,3,8
797,19.87,20.83,21.72,2019,3,9
798,19.87,20.87,21.72,2019,3,10
799,19.88,20.9,21.72,2019,3,11
800,19.88,20.96,21.67,2019,3,12
801,19.83,20.93,21.58,2019,3,13
802,19.8,20.91,21.55,2019,3,14
803,19.79,20.92,21.53,2019,3,15
804,19.75,20.94,21.49,2019,3,16
805,19.74,20.94,21.48,2019,3,17
806,19.74,20.94,21.48,2019,3,18
807,19.73,20.95,21.45,2019,3,19
808,19.7,20.95,21.41,2019,3,20
809,19.67,20.97,21.37,2019,3,21
810,19.66,20.97,21.34,2019,3,22
811,19.64,20.98,21.35,2019,3,23
812,19.63,20.98,21.36,2019,3,24
813,19.62,20.99,21.35,2019,3,25
814,19.62,21.0,21.34,2019,3,26
815,19.62,21.0,21.33,2019,3,27
816,19.61,21.01,21.32,2019,3,28
817,19.61,21.01,21.32,2019,3,29
818,19.6,21.0,21.33,2019,3,30
819,19.6,20.99,21.34,2019,3,31
820,19.6,20.99,21.34,2019,4,1
821,19.59,20.98,21.35,2019,4,2
822,19.59,20.95,21.36,2019,4,3
823,19.58,20.92,21.36,2019,4,4
824,19.58,20.91,21.36,2019,4,5
825,19.57,20.91,21.36,2019,4,6
826,19.56,20.91,21.36,2019,4,7
827,19.56,20.9,21.36,2019,4,8
828,19.55,20.91,21.35,2019,4,9
829,19.54,20.92,21.35,2019,4,10
830,19.53,20.93,21.35,2019,4,11
831,19.53,20.95,21.35,2019,4,12
832,19.52,20.96,21.34,2019,4,13
833,19.51,20.95,21.34,2019,4,14
834,19.51,20.95,21.34,2019,4,15
835,19.51,20.95,21.33,2019,4,16
836,19.5,20.95,21.32,2019,4,17
837,19.5,20.95,21.32,2019,4,18
838,19.49,20.94,21.32,2019,4,19
839,19.49,20.94,21.32,2019,4,20
840,19.49,20.94,21.32,2019,4,21
841,19.49,20.94,21.31,2019,4,22
842,19.49,20.94,21.31,2019,4,23
843,19.49,20.94,21.31,2019,4,24
844,19.48,20.95,21.31,2019,4,25
845,19.48,20.95,21.32,2019,4,26
846,19.48,20.95,21.31,2019,4,27
847,19.48,20.95,21.31,2019,4,28
848,19.48,20.95,21.31,2019,4,29
849,19.47,20.96,21.31,2019,4,30
850,19.47,20.95,21.31,2019,5,1
851,19.47,20.96,21.31,2019,5,2
852,19.46,20.96,21.31,2019,5,3
853,19.46,20.96,21.3,2019,5,4
854,19.46,20.96,21.3,2019,5,5
855,19.45,20.96,21.3,2019,5,6
856,19.45,20.96,21.29,2019,5,7
857,19.46,20.96,21.27,2019,5,8
858,19.46,20.96,21.26,2019,5,9
859,19.45,20.96,21.25,2019,5,10
860,19.46,20.96,21.25,2019,5,11
861,19.45,20.96,21.25,2019,5,12
862,19.43,20.96,21.25,2019,5,13
863,19.43,20.94,21.24,2019,5,14
864,19.43,20.94,21.24,2019,5,15
865,19.44,20.94,21.23,2019,5,16
866,19.44,20.94,21.22,2019,5,17
867,19.44,20.94,21.23,2019,5,18
868,19.43,20.94,21.22,2019,5,19
869,19.43,20.94,21.23,2019,5,20
870,19.44,20.94,21.24,2019,5,21
871,19.44,20.95,21.25,2019,5,22
872,19.44,20.95,21.25,2019,5,23
873,19.44,20.94,21.26,2019,5,24
874,19.43,20.94,21.24,2019,5,25
875,19.43,20.94,21.24,2019,5,26
876,19.43,20.93,21.23,2019,5,27
877,19.42,20.93,21.2,2019,5,28
878,19.42,20.93,21.18,2019,5,29
879,19.43,20.93,21.15,2019,5,30
880,19.42,20.93,21.12,2019,5,31
881,19.42,20.92,21.11,2019,6,1
882,19.42,20.93,21.11,2019,6,2
883,19.43,20.94,21.1,2019,6,3
884,19.42,20.94,21.09,2019,6,4
885,19.41,20.94,21.06,2019,6,5
886,19.36,20.94,21.03,2019,6,6
887,19.32,20.95,21.0,2019,6,7
888,19.33,20.95,21.02,2019,6,8
889,19.34,20.95,21.03,2019,6,9
890,19.34,20.95,21.03,2019,6,10
891,19.33,20.95,21.03,2019,6,11
892,19.29,20.95,21.01,2019,6,12
893,19.27,20.96,20.98,2019,6,13
894,19.24,20.95,20.96,2019,6,14
895,19.23,20.95,20.96,2019,6,15
896,19.25,20.95,20.98,2019,6,16
897,19.26,20.95,20.99,2019,6,17
898,19.28,20.95,21.0,2019,6,18
899,19.28,20.96,21.0,2019,6,19
900,19.27,20.96,21.0,2019,6,20
901,19.27,20.96,20.99,2019,6,21
902,19.28,20.96,21.02,2019,6,22
903,19.29,20.96,21.02,2019,6,23
904,19.3,20.96,21.03,2019,6,24
905,19.33,20.96,21.06,2019,6,25
906,19.35,20.96,21.1,2019,6,26
907,19.38,20.96,21.12,2019,6,27
908,19.39,20.97,21.13,2019,6,28
909,19.4,20.96,21.14,2019,6,29
910,19.4,20.96,21.14,2019,6,30
911,19.4,20.96,21.15,2019,7,1
912,19.4,20.96,21.15,2019,7,2
913,19.4,20.96,21.15,2019,7,3
914,19.41,20.96,21.16,2019,7,4
915,19.4,20.96,21.16,2019,7,5
916,19.4,20.96,21.16,2019,7,6
917,19.41,20.96,21.16,2019,7,7
918,19.41,20.96,21.16,2019,7,8
919,19.41,20.96,21.16,2019,7,9
920,19.4,20.96,21.15,2019,7,10
921,19.4,20.96,21.11,2019,7,11
922,19.41,20.97,21.09,2019,7,12
923,19.41,20.98,21.1,2019,7,13
924,19.41,21.0,21.11,2019,7,14
925,19.41,21.0,21.11,2019,7,15
926,19.41,21.0,21.13,2019,7,16
927,19.41,21.0,21.15,2019,7,17
928,19.41,20.98,21.15,2019,7,18
929,19.41,20.97,21.15,2019,7,19
930,19.41,20.97,21.15,2019,7,20
931,19.41,20.97,21.15,2019,7,21
932,19.4,20.96,21.14,2019,7,22
933,19.4,20.96,21.13,2019,7,23
934,19.4,20.95,21.11,2019,7,24
935,19.38,20.94,21.09,2019,7,25
936,19.39,20.95,21.08,2019,7,26
937,19.38,20.96,21.08,2019,7,27
938,19.39,20.96,21.08,2019,7,28
939,19.39,20.96,21.07,2019,7,29
940,19.36,20.96,21.09,2019,7,30
941,19.32,20.96,21.09,2019,7,31
942,19.3,20.96,21.11,2019,8,1
943,19.3,20.96,21.12,2019,8,2
944,19.32,20.95,21.12,2019,8,3
945,19.32,20.95,21.12,2019,8,4
946,19.34,20.95,21.12,2019,8,5
947,19.35,20.95,21.12,2019,8,6
948,19.35,20.95,21.11,2019,8,7
949,19.34,20.95,21.1,2019,8,8
950,19.33,20.96,21.09,2019,8,9
951,19.31,20.95,21.08,2019,8,10
952,19.31,20.95,21.08,2019,8,11
953,19.3,20.95,21.07,2019,8,12
954,19.27,20.95,21.05,2019,8,13
955,19.23,20.95,21.04,2019,8,14
956,19.2,20.95,21.03,2019,8,15
957,19.18,20.94,21.02,2019,8,16
958,19.2,20.95,21.04,2019,8,17
959,19.21,20.94,21.05,2019,8,18
960,19.22,20.94,21.06,2019,8,19
961,19.23,20.93,21.08,2019,8,20
962,19.23,20.94,21.09,2019,8,21
963,19.24,20.93,21.11,2019,8,22
964,19.25,20.93,21.12,2019,8,23
965,19.27,20.93,21.13,2019,8,24
966,19.28,20.92,21.13,2019,8,25
967,19.29,20.91,21.13,2019,8,26
968,19.3,20.94,21.14,2019,8,27
969,19.32,20.94,21.15,2019,8,28
970,19.33,20.94,21.15,2019,8,29
971,19.35,20.95,21.15,2019,8,30
972,19.35,20.95,21.15,2019,8,31
973,19.35,20.95,21.15,2019,9,1
974,19.35,20.96,21.15,2019,9,2
975,19.36,20.96,21.15,2019,9,3
976,19.37,20.95,21.16,2019,9,4
977,19.37,20.96,21.16,2019,9,5
978,19.38,20.96,21.16,2019,9,6
979,19.39,20.96,21.16,2019,9,7
980,19.39,20.96,21.16,2019,9,8
981,19.39,20.96,21.16,2019,9,9
982,19.39,20.94,21.17,2019,9,10
983,19.39,20.95,21.17,2019,9,11
984,19.39,20.95,21.17,2019,9,12
985,19.38,20.94,21.16,2019,9,13
986,19.38,20.94,21.16,2019,9,14
987,19.38,20.95,21.16,2019,9,15
988,19.37,20.94,21.15,2019,9,16
989,19.36,20.94,21.15,2019,9,17
990,19.35,20.94,21.14,2019,9,18
991,19.35,20.93,21.13,2019,9,19
992,19.35,20.93,21.13,2019,9,20
993,19.35,20.93,21.12,2019,9,21
994,19.35,20.92,21.12,2019,9,22
995,19.35,20.91,21.12,2019,9,23
996,19.36,20.92,21.13,2019,9,24
997,19.37,20.93,21.15,2019,9,25
998,19.37,20.93,21.16,2019,9,26
999,19.37,20.94,21.16,2019,9,27
1000,19.37,20.95,21.16,2019,9,28
1001,19.37,20.97,21.16,2019,9,29
1002,19.37,20.97,21.16,2019,9,30
1003,19.37,20.96,21.16,2019,10,1
1004,19.36,20.96,21.14,2019,10,2
1005,19.34,20.95,21.13,2019,10,3
1006,19.32,20.95,21.11,2019,10,4
1007,19.32,20.95,21.11,2019,10,5
1008,19.33,20.95,21.11,2019,10,6
1009,19.33,20.94,21.1,2019,10,7
1010,19.31,20.94,21.09,2019,10,8
1011,19.29,20.93,21.08,2019,10,9
1012,19.28,20.91,21.07,2019,10,10
1013,19.27,20.91,21.06,2019,10,11
1014,19.28,20.89,21.07,2019,10,12
1015,19.28,20.9,21.08,2019,10,13
1016,19.29,20.9,21.08,2019,10,14
1017,19.31,20.91,21.09,2019,10,15
1018,19.33,20.91,21.09,2019,10,16
1019,19.33,20.91,21.09,2019,10,17
1020,19.33,20.91,21.08,2019,10,18
1021,19.33,20.9,21.08,2019,10,19
1022,19.33,20.9,21.08,2019,10,20
1023,19.33,20.9,21.08,2019,10,21
1024,19.34,20.89,21.07,2019,10,22
1025,19.37,20.88,21.07,2019,10,23
1026,19.37,20.87,21.06,2019,10,24
1027,19.37,20.86,21.05,2019,10,25
1028,19.36,20.84,21.06,2019,10,26
1029,19.36,20.84,21.06,2019,10,27
1030,19.35,20.82,21.06,2019,10,28
1031,19.34,20.79,21.07,2019,10,29
1032,19.33,20.78,21.07,2019,10,30
1033,19.32,20.77,21.06,2019,10,31
1034,19.3,20.75,21.06,2019,11,1
1035,19.3,20.74,21.06,2019,11,2
1036,19.3,20.73,21.06,2019,11,3
1037,19.3,20.72,21.06,2019,11,4
1038,19.31,20.73,21.05,2019,11,5
1039,19.31,20.73,21.04,2019,11,6
1040,19.32,20.73,21.03,2019,11,7
1041,19.32,20.73,21.03,2019,11,8
1042,19.32,20.73,21.03,2019,11,9
1043,19.31,20.72,21.03,2019,11,10
1044,19.31,20.72,21.03,2019,11,11
1045,19.31,20.72,21.04,2019,11,12
1046,19.31,20.72,21.05,2019,11,13
1047,19.29,20.71,21.05,2019,11,14
1048,19.29,20.7,21.05,2019,11,15
1049,19.29,20.7,21.05,2019,11,16
1050,19.29,20.7,21.05,2019,11,17
1051,19.29,20.7,21.05,2019,11,18
1052,19.29,20.71,21.06,2019,11,19
1053,19.29,20.71,21.06,2019,11,20
1054,19.29,20.7,21.07,2019,11,21
1055,19.29,20.7,21.07,2019,11,22
1056,19.3,20.7,21.08,2019,11,23
1057,19.3,20.7,21.08,2019,11,24
1058,19.32,20.71,21.09,2019,11,25
1059,19.35,20.75,21.11,2019,11,26
1060,19.38,20.78,21.12,2019,11,27
1061,19.42,20.8,21.15,2019,11,28
1062,19.46,20.83,21.17,2019,11,29
1063,19.47,20.84,21.18,2019,11,30
1064,19.47,20.84,21.19,2019,12,1
1065,19.46,20.84,21.19,2019,12,2
1066,19.46,20.85,21.21,2019,12,3
1067,19.47,20.85,21.21,2019,12,4
1068,19.47,20.85,21.21,2019,12,5
1069,19.47,20.84,21.22,2019,12,6
1070,19.45,20.83,21.22,2019,12,7
1071,19.45,20.82,21.21,2019,12,8
1072,19.45,20.82,21.21,2019,12,9
1073,19.43,20.79,21.2,2019,12,10
1074,19.41,20.78,21.19,2019,12,11
1075,19.4,20.75,21.19,2019,12,12
1076,19.39,20.73,21.18,2019,12,13
1077,19.39,20.72,21.18,2019,12,14
1078,19.39,20.72,21.19,2019,12,15
1079,19.39,20.72,21.19,2019,12,16
1080,19.4,20.72,21.19,2019,12,17
1081,19.4,20.71,21.18,2019,12,18
1082,19.4,20.71,21.19,2019,12,19
1083,19.4,20.7,21.19,2019,12,20
1084,19.41,20.71,21.19,2019,12,21
1085,19.41,20.71,21.19,2019,12,22
1086,19.41,20.71,21.19,2019,12,23
1087,19.43,20.73,21.21,2019,12,24
1088,19.45,20.75,21.23,2019,12,25
1089,19.47,20.77,21.24,2019,12,26
1090,19.5,20.79,21.27,2019,12,27
1091,19.51,20.82,21.28,2019,12,28
1092,19.51,20.82,21.28,2019,12,29
1093,19.51,20.82,21.28,2019,12,30
1094,19.52,20.86,21.29,2019,12,31
1095,19.52,20.87,21.29,2020,1,1
1096,19.53,20.87,21.29,2020,1,2
1097,19.53,20.87,21.3,2020,1,3
1098,19.54,20.87,21.29,2020,1,4
1099,19.54,20.86,21.29,2020,1,5
1100,19.54,20.86,21.29,2020,1,6
1101,19.53,20.87,21.29,2020,1,7
1102,19.53,20.87,21.29,2020,1,8
1103,19.52,20.87,21.28,2020,1,9
1104,19.51,20.87,21.27,2020,1,10
1105,19.5,20.87,21.27,2020,1,11
1106,19.5,20.87,21.28,2020,1,12
1107,19.51,20.88,21.27,2020,1,13
1108,19.51,20.87,21.27,2020,1,14
1109,19.5,20.86,21.25,2020,1,15
1110,19.49,20.86,21.24,2020,1,16
1111,19.47,20.84,21.22,2020,1,17
1112,19.49,20.83,21.26,2020,1,18
1113,19.5,20.83,21.28,2020,1,19
1114,19.51,20.83,21.29,2020,1,20
1115,19.53,20.82,21.31,2020,1,21
1116,19.53,20.82,21.3,2020,1,22
1117,19.53,20.81,21.3,2020,1,23
1118,19.53,20.8,21.29,2020,1,24
1119,19.54,20.79,21.29,2020,1,25
1120,19.54,20.78,21.29,2020,1,26
1121,19.54,20.76,21.29,2020,1,27
1122,19.54,20.75,21.29,2020,1,28
1123,19.53,20.73,21.27,2020,1,29
1124,19.51,20.7,21.25,2020,1,30
1125,19.48,20.66,21.24,2020,1,31
1126,19.45,20.63,21.19,2020,2,1
1127,19.44,20.61,21.18,2020,2,2
1128,19.43,20.6,21.17,2020,2,3
1129,19.42,20.58,21.15,2020,2,4
1130,19.39,20.55,21.12,2020,2,5
1131,19.34,20.48,21.05,2020,2,6
1132,19.29,20.42,21.02,2020,2,7
1133,19.29,20.42,21.02,2020,2,8
1134,19.28,20.42,21.02,2020,2,9
1135,19.28,20.4,21.01,2020,2,10
1136,19.29,20.41,21.0,2020,2,11
1137,19.29,20.41,20.99,2020,2,12
1138,19.29,20.4,20.97,2020,2,13
1139,19.31,20.43,20.98,2020,2,14
1140,19.35,20.44,20.98,2020,2,15
1141,19.35,20.44,20.99,2020,2,16
1142,19.36,20.45,20.99,2020,2,17
1143,19.36,20.45,20.98,2020,2,18
1144,19.37,20.45,20.98,2020,2,19
1145,19.4,20.47,20.98,2020,2,20
1146,19.47,20.52,20.99,2020,2,21
1147,19.51,20.58,21.0,2020,2,22
1148,19.52,20.59,21.0,2020,2,23
1149,19.54,20.61,21.0,2020,2,24
1150,19.55,20.63,21.01,2020,2,25
1151,19.56,20.63,21.0,2020,2,26
1152,19.57,20.61,20.98,2020,2,27
1153,19.54,20.56,20.94,2020,2,28
1154,19.5,20.51,20.9,2020,2,29
1155,19.49,20.5,20.89,2020,3,1
1156,19.48,20.49,20.88,2020,3,2
1157,19.45,20.46,20.87,2020,3,3
1158,19.44,20.45,20.87,2020,3,4
1159,19.43,20.44,20.87,2020,3,5
1160,19.43,20.43,20.86,2020,3,6
1161,19.43,20.44,20.85,2020,3,7
1162,19.43,20.43,20.84,2020,3,8
1163,19.42,20.42,20.84,2020,3,9
1164,19.37,20.37,20.8,2020,3,10
1165,19.21,20.23,20.68,2020,3,11
1166,19.05,20.1,20.58,2020,3,12
1167,18.87,20.0,20.5,2020,3,13
1168,18.59,19.78,20.4,2020,3,14
1169,18.52,19.72,20.36,2020,3,15
1170,18.45,19.66,20.33,2020,3,16
1171,18.29,19.55,20.25,2020,3,17
1172,18.05,19.31,20.11,2020,3,18
1173,17.72,19.02,19.96,2020,3,19
1174,17.24,18.58,19.76,2020,3,20
1175,16.95,18.33,19.65,2020,3,21
1176,16.88,18.27,19.61,2020,3,22
1177,16.75,18.15,19.56,2020,3,23
1178,16.45,17.86,19.52,2020,3,24
1179,16.07,17.49,19.46,2020,3,25
1180,15.81,17.26,19.45,2020,3,26
1181,15.66,17.13,19.44,2020,3,27
1182,15.48,16.96,19.37,2020,3,28
1183,15.44,16.93,19.36,2020,3,29
1184,15.34,16.85,19.32,2020,3,30
1185,15.24,16.74,19.28,2020,3,31
1186,15.22,16.72,19.27,2020,4,1
1187,15.15,16.66,19.25,2020,4,2
1188,15.09,16.59,19.2,2020,4,3
1189,15.11,16.59,19.2,2020,4,4
1190,15.12,16.59,19.2,2020,4,5
1191,15.13,16.58,19.2,2020,4,6
1192,15.18,16.61,19.25,2020,4,7
1193,15.19,16.6,19.26,2020,4,8
1194,15.15,16.56,19.23,2020,4,9
1195,15.14,16.54,19.21,2020,4,10
1196,15.14,16.54,19.21,2020,4,11
1197,15.14,16.53,19.2,2020,4,12
1198,15.13,16.52,19.19,2020,4,13
1199,15.12,16.5,19.18,2020,4,14
1200,15.13,16.48,19.16,2020,4,15
1201,15.14,16.48,19.11,2020,4,16
1202,15.15,16.47,19.08,2020,4,17
1203,15.15,16.44,19.06,2020,4,18
1204,15.15,16.43,19.05,2020,4,19
1205,15.14,16.42,19.04,2020,4,20
1206,15.13,16.4,19.03,2020,4,21
1207,15.11,16.37,18.98,2020,4,22
1208,15.03,16.28,18.86,2020,4,23
1209,15.01,16.25,18.77,2020,4,24
1210,15.0,16.23,18.73,2020,4,25
1211,15.0,16.22,18.71,2020,4,26
1212,14.99,16.21,18.68,2020,4,27
1213,14.98,16.2,18.59,2020,4,28
1214,14.97,16.17,18.47,2020,4,29
1215,14.97,16.16,18.4,2020,4,30
1216,15.01,16.18,18.38,2020,5,1
1217,15.06,16.21,18.39,2020,5,2
1218,15.06,16.21,18.38,2020,5,3
1219,15.08,16.22,18.37,2020,5,4
1220,15.14,16.25,18.37,2020,5,5
1221,15.33,16.39,18.39,2020,5,6
1222,15.6,16.59,18.45,2020,5,7
1223,15.77,16.7,18.46,2020,5,8
1224,15.95,16.83,18.45,2020,5,9
1225,15.99,16.86,18.46,2020,5,10
1226,16.06,16.9,18.46,2020,5,11
1227,16.19,17.0,18.49,2020,5,12
1228,16.27,17.05,18.5,2020,5,13
1229,16.3,17.07,18.49,2020,5,14
1230,16.3,17.07,18.48,2020,5,15
1231,16.38,17.13,18.52,2020,5,16
1232,16.39,17.15,18.52,2020,5,17
1233,16.42,17.17,18.53,2020,5,18
1234,16.53,17.25,18.58,2020,5,19
1235,16.68,17.38,18.68,2020,5,20
1236,16.81,17.48,18.73,2020,5,21
1237,16.89,17.54,18.74,2020,5,22
1238,16.92,17.57,18.75,2020,5,23
1239,16.93,17.57,18.76,2020,5,24
1240,16.95,17.58,18.76,2020,5,25
1241,16.97,17.59,18.76,2020,5,26
1242,16.98,17.6,18.76,2020,5,27
1243,16.98,17.6,18.76,2020,5,28
1244,16.98,17.59,18.75,2020,5,29
1245,16.97,17.59,18.73,2020,5,30
1246,16.97,17.59,18.73,2020,5,31
1247,16.98,17.59,18.73,2020,6,1
1248,17.01,17.62,18.74,2020,6,2
1249,17.04,17.63,18.74,2020,6,3
1250,17.08,17.67,18.77,2020,6,4
1251,17.11,17.68,18.77,2020,6,5
1252,17.15,17.71,18.78,2020,6,6
1253,17.16,17.72,18.78,2020,6,7
1254,17.19,17.75,18.78,2020,6,8
1255,17.31,17.85,18.87,2020,6,9
1256,17.39,17.91,18.92,2020,6,10
1257,17.46,17.97,18.97,2020,6,11
1258,17.52,18.02,19.03,2020,6,12
1259,17.52,18.03,19.03,2020,6,13
1260,17.53,18.03,19.03,2020,6,14
1261,17.54,18.04,19.04,2020,6,15
1262,17.56,18.05,19.05,2020,6,16
1263,17.63,18.11,19.1,2020,6,17
1264,17.72,18.19,19.17,2020,6,18
1265,17.79,18.26,19.23,2020,6,19
1266,17.92,18.4,19.33,2020,6,20
1267,17.96,18.44,19.35,2020,6,21
1268,18.01,18.49,19.39,2020,6,22
1269,18.11,18.59,19.45,2020,6,23
1270,18.2,18.66,19.5,2020,6,24
1271,18.27,18.72,19.53,2020,6,25
1272,18.28,18.73,19.54,2020,6,26
1273,18.29,18.74,19.54,2020,6,27
1274,18.29,18.74,19.54,2020,6,28
1275,18.3,18.74,19.54,2020,6,29
1276,18.3,18.75,19.54,2020,6,30
1277,18.35,18.8,19.56,2020,7,1
1278,18.4,18.85,19.58,2020,7,2
1279,18.43,18.88,19.6,2020,7,3
1280,18.46,18.92,19.62,2020,7,4
1281,18.47,18.93,19.62,2020,7,5
1282,18.49,18.95,19.63,2020,7,6
1283,18.52,18.99,19.64,2020,7,7
1284,18.53,19.0,19.66,2020,7,8
1285,18.57,19.04,19.68,2020,7,9
1286,18.63,19.1,19.7,2020,7,10
1287,18.65,19.12,19.71,2020,7,11
1288,18.65,19.12,19.72,2020,7,12
1289,18.65,19.13,19.72,2020,7,13
1290,18.67,19.15,19.73,2020,7,14
1291,18.68,19.16,19.73,2020,7,15
1292,18.67,19.15,19.73,2020,7,16
1293,18.67,19.15,19.73,2020,7,17
1294,18.66,19.14,19.72,2020,7,18
1295,18.66,19.14,19.72,2020,7,19
1296,18.65,19.13,19.7,2020,7,20
1297,18.64,19.12,19.7,2020,7,21
1298,18.64,19.12,19.71,2020,7,22
1299,18.65,19.14,19.74,2020,7,23
1300,18.66,19.15,19.74,2020,7,24
1301,18.66,19.15,19.74,2020,7,25
1302,18.66,19.15,19.74,2020,7,26
1303,18.66,19.15,19.74,2020,7,27
1304,18.66,19.15,19.74,2020,7,28
1305,18.65,19.15,19.74,2020,7,29
1306,18.64,19.13,19.73,2020,7,30
1307,18.61,19.1,19.72,2020,7,31
1308,18.59,19.08,19.71,2020,8,1
1309,18.59,19.08,19.71,2020,8,2
1310,18.58,19.07,19.7,2020,8,3
1311,18.57,19.05,19.7,2020,8,4
1312,18.58,19.07,19.71,2020,8,5
1313,18.59,19.07,19.73,2020,8,6
1314,18.59,19.07,19.73,2020,8,7
1315,18.58,19.06,19.72,2020,8,8
1316,18.57,19.04,19.71,2020,8,9
1317,18.56,19.03,19.71,2020,8,10
1318,18.55,19.03,19.7,2020,8,11
1319,18.55,19.02,19.7,2020,8,12
1320,18.53,19.02,19.7,2020,8,13
1321,18.54,19.02,19.71,2020,8,14
1322,18.53,19.02,19.7,2020,8,15
1323,18.53,19.02,19.7,2020,8,16
1324,18.53,19.01,19.7,2020,8,17
1325,18.53,19.02,19.7,2020,8,18
1326,18.55,19.03,19.7,2020,8,19
1327,18.57,19.05,19.7,2020,8,20
1328,18.58,19.07,19.69,2020,8,21
1329,18.58,19.07,19.68,2020,8,22
1330,18.58,19.08,19.68,2020,8,23
1331,18.59,19.08,19.67,2020,8,24
1332,18.59,19.09,19.66,2020,8,25
1333,18.68,19.19,19.69,2020,8,26
1334,18.75,19.25,19.72,2020,8,27
1335,18.78,19.27,19.72,2020,8,28
1336,18.76,19.25,19.71,2020,8,29
1337,18.76,19.25,19.71,2020,8,30
1338,18.76,19.25,19.71,2020,8,31
1339,18.76,19.24,19.7,2020,9,1
1340,18.74,19.22,19.68,2020,9,2
1341,18.74,19.21,19.67,2020,9,3
1342,18.72,19.2,19.65,2020,9,4
1343,18.71,19.19,19.62,2020,9,5
1344,18.71,19.19,19.62,2020,9,6
1345,18.7,19.19,19.61,2020,9,7
1346,18.68,19.17,19.58,2020,9,8
1347,18.66,19.15,19.56,2020,9,9
1348,18.61,19.1,19.5,2020,9,10
1349,18.56,19.06,19.46,2020,9,11
1350,18.51,19.02,19.41,2020,9,12
1351,18.5,19.01,19.4,2020,9,13
1352,18.48,19.0,19.38,2020,9,14
1353,18.44,18.96,19.35,2020,9,15
1354,18.42,18.95,19.32,2020,9,16
1355,18.4,18.94,19.31,2020,9,17
1356,18.39,18.93,19.28,2020,9,18
1357,18.4,18.94,19.29,2020,9,19
1358,18.41,18.94,19.29,2020,9,20
1359,18.41,18.94,19.28,2020,9,21
1360,18.42,18.95,19.27,2020,9,22
1361,18.41,18.95,19.25,2020,9,23
1362,18.4,18.93,19.22,2020,9,24
1363,18.4,18.92,19.21,2020,9,25
1364,18.43,18.95,19.21,2020,9,26
1365,18.43,18.95,19.2,2020,9,27
1366,18.45,18.97,19.2,2020,9,28
1367,18.56,19.07,19.22,2020,9,29
1368,18.62,19.12,19.23,2020,9,30
1369,18.61,19.1,19.21,2020,10,1
1370,18.59,19.08,19.2,2020,10,2
1371,18.56,19.06,19.18,2020,10,3
