"Instituto Nacional de Estadística y Geografía",
"Índices de Precios al Consumidor",
"",
"Fecha de consulta: 28/08/2021 14:19:53",

"Título","Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (quincenal), Resumen, Principales índices, Precios al Consumidor (INPC)","Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (quincenal), Resumen, Principales índices, Subyacente","Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (quincenal), Resumen, Subíndices subyacente y complementarios, Precios al Consumidor (INPC)","Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (quincenal), Resumen, Subíndices subyacente y complementarios, Subyacente","Índice nacional de precios al consumidor. Base segunda quincena de Julio 2018 (quincenal), Resumen, Subíndices subyacente y complementarios, No subyacente"
"Periodo disponible","1Q Ene 1988-1Q Ago 2021","1Q Ene 1988-1Q Ago 2021","1Q Ene 1988-1Q Ago 2021","1Q Ene 1988-1Q Ago 2021","1Q Ene 1988-1Q Ago 2021"
"Periodicidad","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"Cifra","Índices","Índices","Índices","Índices","Índices"
"Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad","Sin Unidad"
"Base","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100","Índice base segunda quincena de julio 2018 = 100"
"Aviso","Las desagregaciones del INPC solo tienen valor informativo.
  SP8664","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  ","Las desagregaciones del INPC solo tienen valor informativo.
  SP74632","Las desagregaciones del INPC solo tienen valor informativo.
  SP74637"
"Tipo de información","Índices","Índices","Índices","Índices","Índices"
"Fecha","539366","539367","539368","539369","539377"
"1Q Ene 2000","44.809270260844","48.801160155926","44.809270260844","48.801160155926","33.976642346637"
"2Q Ene 2000","45.052246335988","49.137179295129","45.052246335988","49.137179295129","34.017754186501"
"1Q Feb 2000","45.272547144596","49.413209412912","45.272547144596","49.413209412912","34.112553778683"
"2Q Feb 2000","45.386070086828","49.602727066041","45.386070086828","49.602727066041","34.066643542746"
"1Q Mar 2000","45.530449419862","49.756947765474","45.530449419862","49.756947765474","34.181998696212"
"2Q Mar 2000","45.631055697244","49.899393593517","45.631055697244","49.899393593517","34.191840483913"
"1Q Abr 2000","45.786342677910","50.047320297481","45.786342677910","50.047320297481","34.352735346864"
